user_id	item_id	recommend	review	year	Sentiment_Score	idioma
76561198100282394	4000	True	y̢oų͜'̵͝r̷e̡ ̡́͞i͝n͝ ̕t̵͠he̷͡ ̷ś̛͠am̶̧ę͏ ͘͏͟b̸oa̛t̡̤͖͖͖͉̭͙̺͙́ ̫̜͉͇͚͇̘̫͎̥̬̳͖̭͡͞a̶̵̞͕͈̝̯̝͇ͅs͏̵̀͢͏͍̥͈̰͇̙̙̹̥͖͇̰̦̺̞̺̺͎̖ ̞̬͕̖͎̬̺̠͓͖̩̠̩̖̤͍̜́̕͝ḿ̡͙̠̪̭̗̜͔͘͠e̷҉͔͉͖̖̜̦͔̙̱̞̟̞̻̩̥̫̜͢ ̧͏͈̰̺͙̝̜̦͎̩̦̞̤̻͢ͅa̴̬̩̭͚̯̤̤̗͍̜͓͓̘̗̘̳̤̠͞ṋ̴̡̪͕̯̪̬͔̬͚̺͚̟̝̞͢͢ͅd̢͔̩̲̩͔̠̯̝̝̻͚̺̭̪̣͡ ̵̨͓̘̦͈̺̣̼͎̖͖̭̱͕̮̜͕̀̕͞s̛͚̘̩͚͖͉̦̠͓̀ͅa̷̷̫̪͉̳̺͓̗̜̤̝͇̬͇̱̩͡͝ͅͅͅc̷̖̞̠̖̝͖̰̹̪̱̦̮̖͜ͅͅr̡̻̠͚̲͖̘̳̯̠̹̝͖̣̹̰̘̘̥͞i̢͈̗̖͚͔͇̹̮̳̳̮̫̰͢͞ͅͅf̛̛͜҉͚̭̬̮͚̫̯̳͈̲̮̜͖͚͎̳̥ͅí̵̛͕̭͉͔̺̲͕̯̼̟̺̀c͏̵͈͍̯̭͙̮̦̩̻͚͙̖̰̻͈̱̖͕̲͢ȩ҉̞͙̩͇͖̤̲͈͘ḑ̸̸҉̝͇̜̰̗̠̺̲̝̟̩̼̩̘̩̭ ̴̤̳̲̦̟̫͉͜y̷̙̬̪̺̖̘͎̙͓̫̦͖͇̹͙͘͘͢ͅo̸̸̶̢̡̹̭̱̩͙͉͍̜ų̨͏̛̮̩̲͙̬͍̼̼̩̰̲̭̱͕̩r̡̕҉̯̣̝̹̝͍̮̫͍͈͎̩̟͚͙̞́ ̵̧̛̛̮͍͙̳̗̹͍̳̣̣͈̟͉̞̞̘͎̺k҉̴̸̯͍̩̼̟̩̤́͟ͅe̴͠͡͞͏͔͉̝̖̙͍̘̳͚͔̞̟͍͉̯͍̩y̢͍̹̜̪͎̟̫̘͔̱͕͙̙̘̜̜̗̺͟͟b̶̸̼̺̲͇͙̖̠͚̫̠̫̜͔̘̮̞̥͜͠o̢̝̥̣͈̩̞̠̞̙̘͖̗̮̮͇̱͘͢͜͞a̴̛̤̖̼̹̮̦̪̘͍͎̙̗̭̻̠̫͢͜ͅr̵̴͔̮̭̖͖͈̪͎͕̖̜͙͖̻̹͢ͅͅd̘̰͉͕͡ ̴̡̕͏͉̣̜̬̼̘̣̜̫a͎͙͍̳͚̖̠̤̩̙͉͢ͅń̗̹͓̩̭̻̦̟̭̘͖͖͇̰̹̘̘̩́ḍ̵̻̟̻̪̤̹͍̻͔͉̟͇̯̀͝ͅ ̴̸̨̨͖̫̱͈ś̢͍͔̲͓̙̭̣̱̱̝̘̪͇͕͡ͅơ̛͏͖̱̖͎̩͖̬̥͈̪̻̺͞ứ̻̭̺̳̟̯̬̯̥͚̠̱̣̥͙ḽ̛̻̜͔̮̯̳͚͈̫̪̝̣̮͈̖͈̗́ ̸̸̖̻̰͍̹̰̱̺͍͖̀͢͜t̡̧҉͖̫̣͓̥̯͉͕͍̟̹̺̦̫̟́͘o҉̻̮̩̪͎͍͈̥̮̹̹̦͎̗̙̣̩̹̺ ҉̶̡̧̻̘̩̲͚̲͙̩͇̖̭͈̯͢ͅt̢̢̟͚̣̯͎͖͉̙̗̩͜͠h͘͞͏̘͔̖̲͓͔̤̠̞̫̯͖̩̦̙̗̮è̷̵͍͖͚̜̤̯͔̰̜̀ ̶͓̖̘̖͉͔̺͎̫̠̪͘g̀͡҉̩͇̥͉͕̳̝͍̱̰̫͚̭̮̰̠̮̤ĺ͓̬̺̺͕̼͔̮͞ͅo̢҉͍͔̟̞͉̘͔̮̬͔͚͙̺̳̜ŗ̸̵̧̤̪͚̰̜̘̯͓̭̝̼̝͎͎̗͍̜̀į̴̛͔͇͚̫͚̣͎̼͎̗̟̰͎̥̱͎͘͘ͅo͉̗͙̻͈͈͎͍̘̬̱̩͕͘͜͜ư̶̸̧͔̹̰͙̩̘̦͓̻͙͝ͅs̷̷̛̰͍͕̮̼͖͓̱̻̻̟͇͈͓͞ ̷̢͉͚͙̯͓͇͙̮̖̟̩̘̲̞͢͞L̡҉͍͎͇̬͓̪̠̠̫͉̩͍̫̞͈̘͇̜ͅó̷̯͍̜̟̪̠̙̪͖̠̙̬͇̻̕͝ŕ̷̲̻̙̜͖̲̻̰̻̘͓̫̖̮̰̞̠́͟͞ḑ̸͓͇̫͓͓̻̗͖̭̘̕͢ ̷͇̼͙̤͔̫̙̀͜͠͝ͅS̴̛͕̖͇͓̤à̵̹̘͉̻͓̙̫͎͓̙̮͖̝̯͎̻̙̀͘ţ̴̝̝̰̺̤͎̥̫͍͍͈͔͡a̢͘҉̟̼͚̺̼͈͖̱̞̙̙̟̗̙͉͇͜͜ǹ̴̹͈̹̱̜̤͙̗.̶̢̧̲͎͎̟̥͞ ̢̨̜̪̫͓͙̗̹̲̩̹̮͈̮̘͈̀͟A̸̭͍̠̘͖̲̼͙͜ ̛̹̦̟̬̱̗̣̠̭͠ŗ̧҉͖̙̥͚͡e̴͉̣̯̹̗̪͔̟̜̲̥̼̜͞͝á̹̻̞̗̪͚̯͙͎̜̺̠̳̝̙̞̫͡ͅl̶̜̼̺̬͢͟ḽ̷̸̡͕̼̩̘͕͎͢͞ͅͅy̨̹͎͉̰͉̹͓͍̮̞͢͟͠͡ ̀͠͏̡̖̲͕͚͎͍̗̥̠̟͈̣̬ḛ̲̗̤̦͇̰͖̬̮̱̯͟͠͞n̴̷̶̢͍̬̭̹͎͎͚̙̱͚̤j̞̭̟̳͈̮̞̫͉̱̹͓̫͎̦̟̀͟o̸̹͙̥̳̳̹̞͍͓̼̤̺͘͡ͅỳ̜͍͎̲͔̳̘̬͙͉̘̳̼̮̜͖͍͟͟a͏̦͎̼̩͝͠ͅb̷̦̯͉̜̹̟͇̩̲͖̗͔̖̺́̀ͅl̶̡̧̤͕̠̲̣̳̥͙̤̕͞e̶͍̱̞̣̬̪̠̗̣̮̙̼̬̥͈̻̣͢͝ͅ ̵̧̙̯̦͕̘͉̟̕ͅe͏̨̕҉̜̼̬̻̘̻͙̙x̸̧̧̦̭̺̯̤̞̱̺͚̙͈͍̮̩̻̗̦ͅͅp̴͓͓̪͚̯͢͞ͅę̴̸̟̪͉̫̙̟̳̬̖̙͉͈̠̮̖͠ͅŗ͡҉̷̤̮͚̜̺̗̫̩̼̼̥̹̹͕͇̗͓̣̣i̸̢̭̪͙͚̟͉̝̺͎e͏̛̲͎͍̪͔̳̠̣̳̞͖̗̝͚͉͓͔͚̪͘͠n̸̷̵̯̙̻̻̻̜̹͈͖̖͕̻͇͜c̴͕̠̙̙̕e҉͏͍̲͇̹̰͚̝͚̱̣̖̥̬,̡̠͎̝̭̥̦̙̗̠̩ ̨͔̱̺͝d̸̸̘͚̩̲͈̘̝͕͇͍̱̝͝e̸̡̧̪̻̺̰̬̺̲̜̕f̸̪͍̤͖͍̕͟͟į̳͈̬̟̙̫͎̮̪͓̹̖͔̠̬̗̲͢͝n͏̶̴͇̯̜͕̰͎̺̳̹͍͍̕ͅí̷̷̧͏̰̝͚̤͍͈͉t̰̠̭̱̰̗̟͖̀͞e̵̦̤̹̗͉̞̣̯̝͇̞͇̗̣̰̺̖̲͜l͏̧̛͕̣̜̝̙̤̘̬͔̣͉͎͖͕͔͕̩̤͡ͅy̸̸͍̮̯̼̻̥̫̖͓̙̲̙͓̱̝̫͝ ̸̧͓̙͍̯̠̩̹͎́͜a̢̡̡̯̜͍͎̲̼̞̯͜͞ ̴̖͔̣͍͖̮̰̜̺̘͎̝̰͎̞̳̞́͘͠ṱ̛͎͓̠̜̫̦̭͇͙̪̩͜ͅé̸̡̪͇̫̭͟n̛̫͍̦̫̱̘͘͟͡͡ ̴̨̮̬̤͜͢͡o̷̶͙̱̥̼̱͕̗͔͖̟͚͜ú̷͈̺̻͔̠̣͓̠̟̦̫̖͉̯̗̯t̵̠̼̘̬̼̤͕͕͚̝̫̖͡ ͏̴̷͇̹̺̼̰̬̜͕̱̰͓̗̙͍̺͈͓̦͘͟o̢̡̠̖̭͖͎̻̪̣̺͉̘͢͠͞ͅͅf̨͕͕̤͟ ̀͟҉̯̻̦̝̪̮͓͖̥t̡͓̱̱̮̗̗̦͔̣̲͢͝ͅS̴͏̫͇̟̝̳̣͙̭̱͕̲̘͟O̴̼̬͕͙͉̕M͏̶̠̮̰͚̼̭̖͍̬̹͇̭̣͞E̵̪̣̠̯̟̩̙̙̕̕B̷̹͍̥̰͖̯͚̼̤̞̙͇̰̮̲͍́O̧̢̡̜̩̗̗͉̠̥̳̖͈̖͞D̷̷͈͕͙̩̘̭͜Y̷̷̬̘͔͍̕͞ ̷̸̛̻͉̮͓͈͔̲̼̼̱̬͞͡H̴͘͡͏̸̖̘̖̞̗͙̫̳̯̪̙͓̮̮̞͎̝Ȩ̭͈͕̟̯̭̗̤͔̭̘̜͈̙̼͞Ĺ̸̡̘͙̻̰͟͝P̸̶̡̤̼͇̳ ̧̛̝̻̱̳́͜͞Ṃ̛͍͎͕͇͇̣͖̝̘̩͍̕Ę̵͈̜͉̣̲̮ͅ ̡͔͔̪̀ͅB̢͞͏̷̬̺̤̠ͅĘ̨̢̳̮̹̬͖̘̻̼̲̞̕F̴̥̗͓̤̜͕͓̞͔̳̦̫̻̬͉̼̘̠̀	Sin dato	1	No detectado
76561198136869746	10180	True	1	Sin dato	1	No detectado
cja2008	220260	True	.	2013.0	1	No detectado
76561198060929389	96100	False	♥♥♥♥.	2015.0	2	No detectado
the_prototype193	230410	True	♥♥♥♥ OFF ♥♥♥♥♥	2013.0	2	No detectado
420slender	250900	True	10/10	2015.0	2	No detectado
johnvu3	4000	True	♥♥♥♥	2014.0	2	No detectado
docnoobius	570	True	.	2013.0	1	No detectado
deedzalegend	49520	True	.	Sin dato	1	No detectado
76561198085136299	236110	True	.....	2015.0	1	No detectado
76561198077262819	17080	True	#1	2015.0	1	No detectado
76561198165280229	730	True	<3	2015.0	1	No detectado
subtlememe	34900	True	<3	Sin dato	1	No detectado
76561198075272138	261030	True	:'(	2015.0	1	No detectado
76561198040016388	8500	True	 	2013.0	1	No detectado
dodecadumpling	319630	True	:)	2015.0	1	No detectado
76561198051608753	346110	True	\	2015.0	1	No detectado
SILENTLIGHT	49520	True	//	2014.0	1	No detectado
SILENTLIGHT	40800	True	 	2014.0	1	No detectado
SILENTLIGHT	238010	True	!	2013.0	1	No detectado
Duchvelka	107410	True	ᅟ	2013.0	1	No detectado
76561198094174176	72850	True	10/10	Sin dato	2	No detectado
Big_Dyrone	250320	True	10/10	2014.0	2	No detectado
Big_Dyrone	34900	True	10/10	2015.0	2	No detectado
triraquer	304930	True	< 3	2015.0	1	No detectado
triraquer	304350	True	< 3	2015.0	1	No detectado
Egonegro	570	True	( ͡° ͜ʖ ͡°)	2014.0	1	No detectado
EnvyMan35	250420	True	This game is already pretty good, but to make it EVEN BETTER, YOU SHOULD PLAY THE GAME, or you suck ░░░░░░░░░░░█░░█░░░░░░░░░░█░░░█░░░░░░░░░█░░░░███████▄▄█░░░░░███▄▓▓▓▓▓█░░░░░░░░░░░█ ▓▓▓▓▓█░░░░░░░░░░░█ ▓▓▓▓▓█░░░░░░░░░░░░█▓▓▓▓▓█░░░░░░░░░░░░█▓▓▓▓▓█░░░░░░░░░░░█▓▓▓▓▓█░░░░░░░░░░█	2014.0	1	No detectado
EucHellscythe	262150	True	<3 !!!!	2014.0	1	No detectado
atiadosgato	440	True	*-*	2014.0	1	No detectado
FictionDaddy	292030	True	👌👌👌👌👌	Sin dato	1	No detectado
DlDDs	72850	True	10/10	Sin dato	2	No detectado
fpstheroamer	440	True	Valve did some...░░░░░░░░░░░░░░░░░░░░░░░░▄▀▀▀▀▀█▀▄▄▄▄░░░░░░▄▀▒▓▒▓▓▒▓▒▒▓▒▓▀▄░░▄▀▒▒▓▒▓▒▒▓▒▓▒▓▓▒▒▓█░█▓▒▓▒▓▒▓▓▓░░░░░░▓▓█░█▓▓▓▓▓▒▓▒░░░░░░░░▓█░▓▓▓▓▓▒░░░░░░░░░░░░█░▓▓▓▓░░░░▄▄▄▄░░░▄█▄▀░░▀▄▓░░▒▀▓▓▒▒░░█▓▒▒░░▀▄░░░░░░░░░░░░▀▄▒▒█░░▀░▀░░░░░▒▒▀▄▄▒▀▒▒█░░░▀░░░░░░▒▄▄▒▄▄▄▒▒█░░░░▀▄▄▒▒░░░░▀▀▒▒▄▀░░░░░░░▀█▄▒▒░░░░▒▄▀░░░░░░░░░░░▀▀█▄▄▄▄▀░░░░░░KAPPATAL░WORK░M8░░░░░░░░░░░░░░░░░░░░░░I highly recommend this game :]	2015.0	1	No detectado
luakbar	287700	True	8/10	Sin dato	2	No detectado
76561198052780455	730	True	♥♥♥♥	2015.0	2	No detectado
76561198084400897	440	True	♥♥♥♥ :)	2013.0	2	No detectado
gobblerm8	440	True	8/8	2014.0	1	No detectado
76561198065768313	292030	True	─────────────────────────▄▀▄─────────────────────────█─█─────────────────────────█─█─────────────────────────█─█─────────────────────────█─█─────────────────────────█─█─────────────────────────█─▀█▀█▄─────────────────────────█──█──█─────────────────────────█▄▄█──▀█────────────────────────▄█──▄█▄─▀█────────────────────────█─▄█─█─█─█────────────────────────█──█─█─█─█────────────────────────█──█─█─█─█────▄█▄──▄█▄────────────█──▀▀█─█─█──▄█████████────────────▀█───█─█▄▀─▄███████████────────────██──▀▀─█▄█████████████────────────█─────███████████───▀▀█▄─────────▀█────█████████───▀▀▀──█──────────█────███████───────██─▀█─────────█────█████──▄──────────▀█────────█────████─▀─██──────█────▀█──────█────████─────────────────▀█─────█────████──────────────────█─────█────████─────────────▄▀───█─────█────█████─────────▄▄██────█▄────█────█████────────██████────█────█────██████────█──███████▀──█───▄█▄▄▄▄███▀▀██────▀─██▄──▄█───█───█─────███▄──────────██████───█───█─────█─██▄────────────▄▄────█───█─────█─███████─────────────▄█───█─────█──██████─────────────█───█▀─────█──▄███████▄─────────▄█──█▀──────█─▄█─────▄▀▀▀█───────█───█───────█▄█────────█──█────▄███▀▀▀▀──────██──▄▀▀────────█──▄▀──█──────────██────█─────────█─────█──────────██────────▀█────█─────█─────────███───────────────█──▄█▀─────────██──────────██───█▀▀▀───────────██───────────────█──────────────██▄─────────────██──────────────█─█▄────────────█───────────────█──██▄────────▄███▀▀▀▀▀▄────────█─█▀─▀█▄────────▀█──────▀▄──────█─█────▀▀▀▀▄─────█────────▀─────█Look Son, One of the Best Games Ever!	Sin dato	1	No detectado
borntoeatcake	730	False	♥♥♥♥ing ♥♥♥♥♥	Sin dato	2	No detectado
76561198111206146	285900	True	.	2015.0	1	No detectado
guiote_Br	730	True	...	Sin dato	1	No detectado
76561198058650367	230410	True	:^)	2014.0	1	No detectado
76561198041217847	211420	True	http://www.17bits.cl/2013/11/segunda-opinion-dark-souls-prepare-to-die-edition/	2013.0	2	No detectado
76561198042359407	113200	True	10/10	2014.0	2	No detectado
76561198047210840	417860	True	:'(	2015.0	1	No detectado
76561198077109500	322170	True	...	Sin dato	1	No detectado
ultimatefaggotwow	204300	True	.	2014.0	1	No detectado
76561198072591408	113200	True	10/10	2013.0	2	No detectado
hunterkiller247	242720	False	.	2014.0	1	No detectado
ERROR_LT	344760	True	Ｔｈｅ   ｂｅａｎｓ   ｓｈａｌｌ   ｓｐｒｏｕｔ   ａｇａｉｎ	Sin dato	1	No detectado
76561198061357304	304930	True	10/10	2015.0	2	No detectado
76561198061357304	620	True	14/10	2015.0	2	No detectado
76561198061357304	363970	True	10/10	2015.0	2	No detectado
murilopr	391540	True	10/10	Sin dato	2	No detectado
76561198019917406	30	False	♥♥♥♥1ng ♥♥♥♥	2015.0	2	No detectado
helau	273110	False	♥♥♥♥	2015.0	2	No detectado
76561198075205060	207816	True	♥♥♥♥♥	2015.0	2	No detectado
fukdat	730	True	5	Sin dato	1	No detectado
Jessica_Steamrep_	570	True	:)	2014.0	1	No detectado
76561198049148992	214550	True	555+	2014.0	2	No detectado
76561198094132116	570	True	♥♥♥♥	2015.0	2	No detectado
ItsDerRey	238370	False	♥♥♥♥	2015.0	2	No detectado
DUALIESMLG	49520	True	9/10	2014.0	2	No detectado
Keonny	221100	True	♥♥♥♥!	2015.0	2	No detectado
76561198069100701	72850	True	11/10	2015.0	2	No detectado
KiraNotte	440	True	.	2013.0	1	No detectado
76561198065432608	34900	True	10/10.	2015.0	2	No detectado
76561198092466083	42910	True	-_-	2014.0	1	No detectado
luvahegao	570	True	♥♥♥♥	2014.0	2	No detectado
76561198085793604	48700	True	.	Sin dato	1	No detectado
LeSadTaco	99900	False	♥♥♥♥	2014.0	2	No detectado
LinkSQN	433850	True	....	Sin dato	1	No detectado
76561198060972753	351800	True	10/10	2015.0	2	No detectado
76561198085715384	10	True	♥♥♥♥	2013.0	2	No detectado
Whoppaz	222880	True	.	2015.0	1	No detectado
mrzazzaz123	570	True	10/10	2015.0	2	No detectado
luminarybrilliant	570	True	;//	Sin dato	1	No detectado
LuccaTelles	105600	True	...............	2014.0	1	No detectado
LucidKing	730	False	♥♥♥♥	Sin dato	2	No detectado
madengineer	244160	True	<3	2015.0	1	No detectado
Xx_Maj_xX	252490	True	10/10	Sin dato	2	No detectado
mintgreeniceteawithmilk	4000	True	:)	2013.0	1	No detectado
76561198048813790	252490	False	...	2014.0	1	No detectado
mjtothetop	200210	True	:)	2012.0	1	No detectado
76561198059983240	253430	False	♥♥♥♥	2015.0	2	No detectado
76561198070188197	236390	True	8/8	2015.0	1	No detectado
76561198080024214	230410	False	♥♥♥♥♥	2014.0	2	No detectado
MSilentRespawn	730	True	...///???	Sin dato	1	No detectado
tokachi	222900	True	<3	2014.0	1	No detectado
lifesavior	570	True	-25	2015.0	2	No detectado
Freemeetupsforgaymen	232010	False	♥♥♥♥	2015.0	2	No detectado
76561198048058129	550	True	123	2013.0	2	No detectado
fluffybunnies123	730	True	..	Sin dato	1	No detectado
76561198064398157	570	True	10/10	2013.0	2	No detectado
76561198026239418	415420	True	good game 8/10▒▒▒▒▒▒▒▒█▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀█▒▒▒▒▒▒▒█░▒▒▒▒▒▒▒▓▒▒▓▒▒▒▒▒▒▒░█▒▒▒▒▒▒▒█░▒▒▓▒▒▒▒▒▒▒▒▒▄▄▒▓▒▒░█░▄▄▒▒▄▀▀▄▄█░▒▒▒▒▒▒▓▒▒▒▒█░░▀▄▄▄▄▄▀░░█▒▒█░░░░█░▒▒▒▒▒▒▒▒▒▒▒█░░░░░░░░░░░█▒▒▒▀▀▄▄█░▒▒▒▒▓▒▒▒▓▒█░░░█▒░░░░█▒░░█▒▒▒▒▒▒▒█░▒▓▒▒▒▒▓▒▒▒█░░░░░░░▀░░░░░█▒▒▒▒▒▄▄█░▒▒▒▓▒▒▒▒▒▒▒█░░█▄▄█▄▄█░░█▒▒▒▒█░░░█▄▄▄▄▄▄▄▄▄▄█░█▄▄▄▄▄▄▄▄▄█▒▒▒▒█▄▄█░░█▄▄█░░░░░░█▄▄█░░█▄▄█	2015.0	2	No detectado
theawesomeguy	730	True	...	2012.0	1	No detectado
76561198063667684	550	True	..	2013.0	1	No detectado
PajamaSam29	34900	True	10/10	2015.0	2	No detectado
76561198061618506	99900	True	7/10	2014.0	2	No detectado
76561198089288206	4000	True	10/10	2013.0	2	No detectado
roh135	730	True	...	Sin dato	1	No detectado
76561198043070022	232090	True	https://www.youtube.com/watch?v=bRIiTTwgC3U	Sin dato	1	No detectado
76561198065484906	233450	True	11/10	Sin dato	2	No detectado
Pink_Gib	49520	True	<3	2015.0	1	No detectado
Pink_Gib	250900	True	<3	2015.0	1	No detectado
76561197996328974	247730	False	♥♥♥♥	2014.0	2	No detectado
76561198064474936	244850	True	(;_;)	2014.0	1	No detectado
76561198065019410	207230	True	^_^	2015.0	1	No detectado
StealthChocy	221100	False	♥♥♥♥.	2014.0	2	No detectado
76561198050183758	730	True	♥♥♥♥	Sin dato	2	No detectado
76561198042212007	730	True	8/8	2015.0	1	No detectado
neojaeger	215080	False	Empty Laggy BoringSingle player mmo no fun   ▀      ▄▄  ▄███▄▄▀▀▀▄   ▄█████████▀█    █  ▄██████  █▀█    █  ▀██████████▄▀▄   ▀▀▀▀▀▀▀▀█▀▀██▀  █  ▀▄▄    ▄▄▀   ██▀█▄▄▄▄▄▄▄█    ███▄▄	2015.0	1	No detectado
neojaeger	4920	False	Your game files do not match the servers   ▀      ▄▄  ▄███▄ ▄▀▀▀▄   ▄█████████▀ █    █  ▄██████  █▀ █    █  ▀██████████▄ ▀▄   ▀▀▀▀▀▀▀▀█▀▀██▀   █  ▀▄▄    ▄▄▀   ██▀ █▄▄▄▄▄▄▄█    ███▄▄	2015.0	1	No detectado
76561198065560973	570	True	<3	2014.0	1	No detectado
76561198068637775	274940	True	8.5/10	2015.0	2	No detectado
Serwus00	55100	True	:)	2014.0	1	No detectado
76561198071457723	218620	True	10/10	Sin dato	2	No detectado
Sneakyyyy	22300	False	...	Sin dato	1	No detectado
76561198036124769	252490	True	.	2014.0	1	No detectado
jaumzituo	231740	True	♥♥♥♥	2014.0	2	No detectado
rackrackcitybiatch	250900	True	<333333	2015.0	2	No detectado
AlexLoThing	550	True	- -	2013.0	1	No detectado
76561198080243582	223710	True	..............	Sin dato	1	No detectado
terrill000	213850	True	1024	2013.0	2	No detectado
76561198060671842	4000	True	<3	2015.0	1	No detectado
76561198083781571	221910	True	888888888888888888888888888888888888888888888888	Sin dato	2	No detectado
76561198069122227	381120	True	░░░░░░░░░░░░▄▐░░░░░░▄▄▄░░▄██▄░░░░░▐▀█▀▌░░░░▀█▄░░░░░▐█▄█▌░░░░░░▀█▄░░░░░░▀▄▀░░░▄▄▄▄▄▀▀░░░░▄▄▄██▀▀▀▀░░░█▀▄▄▄█░▀▀When you kill someone they turn into this. Worth $10 anyday.░░░▌░▄▄▄▐▌▀▀▀▄░▐░░░▄▄░█░▀▀ ▀█▌░░░▄░▀█▀░▀░░░░░░░▄▄▐▌▄▄░░░░░░░▀███▀█░▄░░░░░░▐▌▀▄▀▄▀▐▄░░░░░░▐▀░░░░░░▐▌░░░░░░█░░░░░░░░█░░░░░▐▌░░░░░░░░░█░░░░░█░░░░░░░░░░▐	Sin dato	2	No detectado
TheCrazyBunny306	440	True	░░░░░░░█▐▓▓░████▄▄▄█▀▄▓▓▓▌█ ░░░░░▄█▌▀▄▓▓▄▄▄▄▀▀▀▄▓▓▓▓▓▌█ ░░░▄█▀▀▄▓█▓▓▓▓▓▓▓▓▓▓▓▓▀░▓▌█ ░░█▀▄▓▓▓███▓▓▓███▓▓▓▄░░▄▓▐█▌ ░█▌▓▓▓▀▀▓▓▓▓███▓▓▓▓▓▓▓▄▀▓▓▐█ ▐█▐██gooD▓▓▓▓▓▀▄░▀▓▓▓▓▓▓▓▓▓▌█▌ █▌███▓▓▓▓▓▓▓▓game▓▓███▓▓▓▄▀▐█ █▐█▓▀░░▀▓▓▓▓▓▓▓▓▓██████▓▓▓▓▐█ ▌▓▄▌▀░▀░▐▀█▄▓▓██████████▓▓▓▌█▌ ▌▓▓▓▄▄▀▀▓▓▓▀▓▓▓▓▓▓▓▓█▓█▓█▓▓▌█▌ █▐▓▓▓▓▓▓▄▄▄▓▓▓▓▓▓█▓█▓█▓█▓▓▓▐█	Sin dato	1	No detectado
PrimeDarkEther	440	True	♥♥♥♥	2015.0	2	No detectado
PrimeDarkEther	730	True	♥♥♥♥	2015.0	2	No detectado
76561198094111845	570	True	--------------------------------------------------------------	2015.0	1	No detectado
WS2133	570	True	....	2013.0	1	No detectado
DominosZimbabwe	49520	True	10/10	2014.0	2	No detectado
76561198061972253	22330	True	10/10	2015.0	2	No detectado
perius1	570	True	♥♥♥♥ ♥♥♥♥♥	2015.0	2	No detectado
kazumanyaa	495890	True	─────────▄──────────────▄────────▌▒█───────────▄▀▒▌────────▌▒▒▀▄───────▄▀▒▒▒▐───────▐▄▀▒▒▀▀▀▀▄▄▄▀▒▒▒▒▒▐─────▄▄▀▒▒▒▒▒▒▒▒▒▒▒█▒▒▄█▒▐───▄▀▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▀██▀▒▌──▐▒▒▒▄▄▄▒▒▒▒▒▒▒▒▒▒▒▒▒▀▄▒▒▌──▌▒▒▐▄█▀▒▒▒▒▄▀█▄▒▒▒▒▒▒▒█▒▐─▐▒▒▒▒▒▒▒▒▒▒▒▌██▀▒▒▒▒▒▒▒▒▀▄▌─▌▒▀▄██▄▒▒▒▒▒▒▒▒▒▒▒░░░░▒▒▒▒▌─▌▀▐▄█▄█▌▄▒▀▒▒▒▒▒▒░░░░░░▒▒▒▐▐▒▀▐▀▐▀▒▒▄▄▒▄▒▒▒▒▒░░░░░░▒▒▒▒▌▐▒▒▒▀▀▄▄▒▒▒▄▒▒▒▒▒▒░░░░░░▒▒▒▐─▌▒▒▒▒▒▒▀▀▀▒▒▒▒▒▒▒▒░░░░▒▒▒▒▌─▐▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▐──▀▄▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▄▒▒▒▒▌────▀▄▒▒▒▒▒▒▒▒▒▒▄▄▄▀▒▒▒▒▄▀───▐▀▒▀▄▄▄▄▄▄▀▀▀▒▒▒▒▒▄▄▀──▐▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▀▀	Sin dato	1	No detectado
Solonx	252490	True	♥♥♥♥	2015.0	2	No detectado
Vanillabun	261180	True	10/10	2015.0	2	No detectado
Vanillabun	252950	True	12/10	2015.0	2	No detectado
Vanillabun	200170	True	10/10	2015.0	2	No detectado
Vanillabun	217200	True	10/10	2015.0	2	No detectado
Vanillabun	248570	True	10/10	2015.0	2	No detectado
Vanillabun	17520	True	10/10	2015.0	2	No detectado
Vanillabun	204340	True	10/10	2015.0	2	No detectado
assassin11538	244850	True	10/10	2015.0	2	No detectado
